,FACILITY ID,FACILITY NAME,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,Location
14195,FA0171210,GUATEMALTECA BAKERY,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4032 BEVERLY BLVD,LOS ANGELES,90004,34.076166929,-118.2969365909,"(34.076166929, -118.2969365909)"
14196,FA0137302,GOLDEN FARMS MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1010 N GLENDALE AVE #100,GLENDALE,91206,34.1605165742,-118.2374542084,"(34.1605165742, -118.2374542084)"
14198,FA0062992,GREEN APPLE MARKET # 3,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",500 S SAN PEDRO ST # #B,LOS ANGELES,90013,34.043944553,-118.2440324803,"(34.043944553, -118.2440324803)"
14199,FA0026929,GROGSHOP,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15721 LEFFINGWELL RD,WHITTIER,90604,33.9313248418,-117.9939684966,"(33.9313248418, -117.9939684966)"
14205,FA0025574,GPM MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2608 S NORMANDIE AVE,LOS ANGELES,90007,34.032319849400004,-118.30008055020001,"(34.0323198494, -118.3000805502)"
14207,FA0015450,GRACE MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",5500 S COMPTON AVE,LOS ANGELES,90011,33.992802812600004,-118.2475696142,"(33.9928028126, -118.2475696142)"
14212,FA0249482,GREAT WALL SUPERMARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8150 GARVEY AVE # 121,ROSEMEAD,91770,34.0626065333,-118.0907813986,"(34.0626065333, -118.0907813986)"
14214,FA0026345,GORMAN CHEVRON MINIMART,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",49761 GORMAN POST RD,GORMAN,93243,34.796446619499996,-118.85322364219999,"(34.7964466195, -118.8532236422)"
14217,FA0015830,GUADALAJARA MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1103 S LORENA ST,LOS ANGELES,90023,34.0238189549,-118.2036830274,"(34.0238189549, -118.2036830274)"
14219,FA0027263,HACINEDA AM/PM MINI MARKET,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1401 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,34.005246690999996,-117.9650861649,"(34.005246691, -117.9650861649)"
14220,FA0258452,GREEN HEALTH,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",757 S VERMONT AVE,LOS ANGELES,90005,34.058169,-118.29168618959999,"(34.058169, -118.2916861896)"
14221,FA0026186,GUANAJUATO MEAT MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1206 W LOMITA BLVD # #A,HARBOR CITY,90710,33.7977127336,-118.29777990299999,"(33.7977127336, -118.297779903)"
14223,FA0015825,GTM OIL #107,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13255 OSBORNE ST,PACOIMA,91331,34.2454600743,-118.42181132379999,"(34.2454600743, -118.4218113238)"
14226,FA0262344,GUERRA MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3404 FIRESTONE BLVD,SOUTH GATE,90280,33.9543702618,-118.2085087017,"(33.9543702618, -118.2085087017)"
14227,FA0027229,GYUMRI GROCERY & DELI,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",452 W STOCKER ST STE #B,GLENDALE,91202,34.1631530114,-118.2643850303,"(34.1631530114, -118.2643850303)"
14228,FA0177937,H&S 42,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1105 SANTA ANITA AVE,SOUTH EL MONTE,91733,34.0413160485,-118.05000445360001,"(34.0413160485, -118.0500044536)"
14229,FA0026626,GRANDES MINI MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",4350 MELROSE AVE,LOS ANGELES,90029,34.083448953099996,-118.2955731226,"(34.0834489531, -118.2955731226)"
14230,FA0063009,GREEN PASTURES DAIRY,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1661 W AVENUE K,LANCASTER,93534,34.6754772473,-118.160397178,"(34.6754772473, -118.160397178)"
14235,FA0260148,GREENFIELD DAIRY #3,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8303 S NORMANDIE AVE,LOS ANGELES,90044,33.9633340511,-118.30030715299999,"(33.9633340511, -118.300307153)"
14243,FA0180847,GOOD FORTUNE SUPERMARKET OF SAN GABRIEL,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",137 S SAN GABRIEL BLVD,SAN GABRIEL,91776,34.1020207679,-118.09103286930001,"(34.1020207679, -118.0910328693)"
14249,FA0239713,H MART,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",20137 PIONEER BLVD,LAKEWOOD,90715,33.8475345787,-118.0821041779,"(33.8475345787, -118.0821041779)"
14254,FA0055674,GREEN CIRCLE MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1840 W 3RD ST,LOS ANGELES,90057,34.0616614928,-118.27013645790001,"(34.0616614928, -118.2701364579)"
14261,FA0026676,GREEN VALLEY MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",16166 SPUNKY CANYON RD,SANTA CLARITA,91390,34.6212454923,-118.4140568009,"(34.6212454923, -118.4140568009)"
14268,FA0025607,GRAND MARKET   (MEAT DEPT.),"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1318 S GAREY AVE,POMONA,91766,34.0475121977,-117.74930326879999,"(34.0475121977, -117.7493032688)"
14269,FA0245246,HACIENDA BEER & WINE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15906 GALE AVE,HACIENDA HEIGHTS,91745,34.0099725845,-117.9602011249,"(34.0099725845, -117.9602011249)"
14272,FA0016044,H&B DISCOUNT STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7355 LANKERSHIM BLVD # A30,NORTH HOLLYWOOD,91605,34.2043208279,-118.38782204530001,"(34.2043208279, -118.3878220453)"
14274,FA0062943,GRAND PRIZE LIQUORS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4555 W WASHINGTON BLVD,LOS ANGELES,90019,34.0400052576,-118.33914887389999,"(34.0400052576, -118.3391488739)"
14275,FA0173924,GOLDEN MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1150 N CENTRAL AVE,GLENDALE,91202,34.163252507399996,-118.2563724323,"(34.1632525074, -118.2563724323)"
14277,FA0062941,GRAND GAS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",698 E HOLT AVE,POMONA,91767,34.0623733851,-117.7371344698,"(34.0623733851, -117.7371344698)"
14280,FA0015541,GRANADA HILLS MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",11116 BALBOA BLVD,GRANADA HILLS,91344,34.2727172791,-118.50196733700001,"(34.2727172791, -118.501967337)"
14285,FA0158294,GREEN FARM MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2301 W ROSECRANS AVE,GARDENA,90249,33.902068555,-118.31895773129999,"(33.902068555, -118.3189577313)"
14295,FA0026462,H&H LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",360 E ROUTE 66,GLENDORA,91740,34.1286269437,-117.8607325361,"(34.1286269437, -117.8607325361)"
14296,FA0259514,GROCERY OUTLET OF DOWNEY,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8320 FIRESTONE BLVD,DOWNEY,90241,33.939807815900004,-118.1327632179,"(33.9398078159, -118.1327632179)"
14297,FA0248994,GOLDEN GROCERY MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",7219 S WESTERN AVE,LOS ANGELES,90047,33.973983000000004,-118.3090266385,"(33.973983, -118.3090266385)"
14303,FA0063100,H MART MEAT MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2825 S DIAMOND BAR BLVD,DIAMOND BAR,91765,33.9742540608,-117.8377460283,"(33.9742540608, -117.8377460283)"
14306,FA0025344,GOLDEN RULE LIQUORS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7753 SANTA MONICA BLVD,WEST HOLLYWOOD,90046,34.0909590075,-118.35823571879999,"(34.0909590075, -118.3582357188)"
14307,FA0180847,GOOD FORTUNE SUPERMARKET OF SAN GABRIEL,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",137 S SAN GABRIEL BLVD,SAN GABRIEL,91776,34.1020207679,-118.09103286930001,"(34.1020207679, -118.0910328693)"
14309,FA0026487,HACIENDA VILLAGE MEAT,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",2021 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,33.996860042,-117.96811047930001,"(33.996860042, -117.9681104793)"
14312,FA0063005,GREEN MILL LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3812 E WHITTIER BLVD,LOS ANGELES,90023,34.0237118536,-118.1917939933,"(34.0237118536, -118.1917939933)"
14318,FA0025603,GRAND CLASSIC OIL,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7550 S SEPULVEDA BLVD,LOS ANGELES,90045,33.971830330799996,-118.3945891666,"(33.9718303308, -118.3945891666)"
14322,FA0267706,HABIB HALAL MEAT MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",18845 SHERMAN WAY # I,RESEDA,91335,34.201570000000004,-118.54437,"(34.20157, -118.54437)"
14346,FA0267283,GROCERY OUTLET OF ALTADENA,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2270 N LAKE AVE,ALTADENA,91001,34.1850829772,-118.1315173825,"(34.1850829772, -118.1315173825)"
14347,FA0027219,GUS'S LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",22907 VENTURA BLVD,WOODLAND HILLS,91364,34.1655032125,-118.62562641,"(34.1655032125, -118.62562641)"
14348,FA0143656,HACIENDA LIQUOR,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2047 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,33.9967895487,-117.9680348214,"(33.9967895487, -117.9680348214)"
14349,FA0222545,GREAT EARTH VITAMINS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",104 W FOOTHILL BLVD,GLENDORA,91741,34.1359957672,-117.8657390117,"(34.1359957672, -117.8657390117)"
14351,FA0244687,GUADALUPANA NATURE CENTER,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2661 E FLORENCE AVE # E,HUNTINGTON PARK,90255,33.9740777998,-118.2236158266,"(33.9740777998, -118.2236158266)"
14356,FA0026640,GRANVIA CORNER CAFE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",28103 HAWTHORNE BLVD,RANCHO PALOS VERDES,90275,33.7792312233,-118.3917520283,"(33.7792312233, -118.3917520283)"
14358,FA0137255,"GONZALEZ, MINI MART","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",906 E ROSECRANS AVE,COMPTON,90221,33.903058146199996,-118.2406193069,"(33.9030581462, -118.2406193069)"
14361,FA0162842,H2O,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11702 108 IMPERIAL HWY,NORWALK,90650-2890,33.917103499999996,-118.0838868,"(33.9171035, -118.0838868)"
14365,FA0164923,H MART LOS ANGELES,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",621 S WESTERN AVE #G03,LOS ANGELES,90005,34.0627306261,-118.3091322008,"(34.0627306261, -118.3091322008)"
14368,FA0025575,GRAB & GO TOROS #1,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1000 E VICTORIA ST,CARSON,90747,33.8638784722,-118.2557488119,"(33.8638784722, -118.2557488119)"
14370,FA0016015,GUS'S AUTO SERVICE CENTER IN,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",16958 NORDHOFF ST,NORTH HILLS,91343,34.2356123782,-118.501572169,"(34.2356123782, -118.501572169)"
14372,FA0244444,H & M MISSION HILLS MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15340 CHATSWORTH ST,MISSION HILLS,91345-2041,34.2645229755,-118.46653986129999,"(34.2645229755, -118.4665398613)"
14373,FA0270350,GOOD FORTUNE SUPERMARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",13321 ARTESIA BLVD,CERRITOS,90703,33.8733335016,-118.0477438575,"(33.8733335016, -118.0477438575)"
14378,FA0239713,H MART,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",20137 PIONEER BLVD,LAKEWOOD,90715,33.8475345787,-118.0821041779,"(33.8475345787, -118.0821041779)"
14379,FA0063034,GROW THE PRODUCE SHOP,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1830 N SEPULVEDA BLVD,MANHATTAN BEACH,90266,33.8920469574,-118.3956906425,"(33.8920469574, -118.3956906425)"
14380,FA0062869,GOMO'S FISH MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",120 S EUCALYPTUS AVE STE #D,INGLEWOOD,90301,33.9619818913,-118.3595158928,"(33.9619818913, -118.3595158928)"
14382,FA0027264,HADDAD SNACK SHOP,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",18501 SOLEDAD CANYON RD,SANTA CLARITA,91351,34.4168457262,-118.45614306899999,"(34.4168457262, -118.456143069)"
14384,FA0063074,GUSIE'S MARKET/99 CENTS,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",8424 S SAN PEDRO ST,LOS ANGELES,90003,33.962248005300005,-118.2693272709,"(33.9622480053, -118.2693272709)"
14385,FA0252481,H MART,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1101 W HUNTINGTON DR,ARCADIA,91707,34.1310174577,-118.06629200440001,"(34.1310174577, -118.0662920044)"
14391,FA0015603,GREEN FARM NUTRITION,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4972 W PICO BLVD # 104B,LOS ANGELES,90019,34.047783821799996,-118.3452357739,"(34.0477838218, -118.3452357739)"
14392,FA0259054,GRANDVIEW MINI MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1325 SAN GABRIEL BLVD,ROSEMEAD,91770,34.0440846065,-118.08983954840001,"(34.0440846065, -118.0898395484)"
14396,FA0062910,GOURMET LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",826 S ALVARADO ST,LOS ANGELES,90057,34.0540224596,-118.27818152459999,"(34.0540224596, -118.2781815246)"
14400,FA0063025,GREENLAND MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",17643 SHERMAN WAY,VAN NUYS,91406,34.201355052800004,-118.51780331319999,"(34.2013550528, -118.5178033132)"
14410,FA0256642,GROCERY OUTLET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1120 W 6TH ST # 103,LOS ANGELES,90017,34.0542924862,-118.2628534012,"(34.0542924862, -118.2628534012)"
14414,FA0247868,GOOD FORTUNE WHOLESALES,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",10775 LOWER AZUSA RD,EL MONTE,91731,34.0927582716,-118.0327270448,"(34.0927582716, -118.0327270448)"
14422,FA0248598,GYB68 MEDICAL CENTER,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",17134 COLIMA RD UNIT D,HACIENDA HEIGHTS,91745,33.9906983782,-117.9330906931,"(33.9906983782, -117.9330906931)"
14424,FA0222039,GROCERY OUTLET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2175 W ROSECRANS AVE,COMPTON,90222,33.903617043400004,-118.2005842106,"(33.9036170434, -118.2005842106)"
14428,FA0027213,GUMBO MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610 E VERNON AVE,LOS ANGELES,90011,34.003763188600004,-118.24523811819999,"(34.0037631886, -118.2452381182)"
14430,FA0015586,GREAT EARTH COMPOUNDING PHAR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8941 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,34.0843697121,-118.38545354700001,"(34.0843697121, -118.385453547)"
14433,FA0063131,HACIENDA HEIGHTS CHEVRON,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1160 S 7TH AVE,HACIENDA HEIGHTS,91745,34.0180510304,-117.9886421617,"(34.0180510304, -117.9886421617)"
14434,FA0160473,GUADALUPE MINI-MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4433 S ALAMEDA ST D-5C,LOS ANGELES,90058,34.0029508744,-118.239239543,"(34.0029508744, -118.239239543)"
14444,FA0026951,GUANAJUATO MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",235 S PACIFIC AVE STE #D,SAN PEDRO,90731,33.7418142153,-118.2879305226,"(33.7418142153, -118.2879305226)"
14446,FA0252481,H MART,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1101 W HUNTINGTON DR,ARCADIA,91707,34.1310174577,-118.06629200440001,"(34.1310174577, -118.0662920044)"
14449,FA0163755,GRAND VIEW MARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",12210 VENICE BLVD,LOS ANGELES,90066,34.0045561851,-118.4313989515,"(34.0045561851, -118.4313989515)"
14456,FA0164055,GOLDEN STATE ENTERPRISES,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4575 GAGE AVE,BELL,90201,33.9780933436,-118.1849690122,"(33.9780933436, -118.1849690122)"
14462,FA0270352,GOLDEN GUEST,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1107 W MISSION RD,ALHAMBRA,91803-1701,34.0847540554,-118.134723934,"(34.0847540554, -118.134723934)"
14474,FA0062993,GREEN APPLE MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",300 E 5TH ST,LOS ANGELES,90013,34.04474056,-118.24574838459999,"(34.04474056, -118.2457483846)"
14475,FA0178352,H&S 41,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",150 S DIAMOND BAR BLVD,DIAMOND BAR,91765,34.0226111623,-117.8106880211,"(34.0226111623, -117.8106880211)"
14476,FA0160400,GROG SHOP #2,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",10211 COLIMA RD,WHITTIER,90603,33.9428656427,-118.01138292799999,"(33.9428656427, -118.011382928)"
14483,FA0259738,GREAT WALL SUPERMARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",421 N ATLANTIC BLVD,MONTEREY PARK,91754-3271,34.0673484971,-118.13437568629999,"(34.0673484971, -118.1343756863)"
14484,FA0251860,"GW SUPERMARKET OF ROWLAND HEIGHTS, INC.","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",18475 COLIMA RD,ROWLAND HEIGHTS,91748,33.9883290445,-117.9017441931,"(33.9883290445, -117.9017441931)"
14485,FA0063044,GUADALAJARA MINI MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4213 E COMPTON BLVD,COMPTON,90221,33.8963165231,-118.19717052440001,"(33.8963165231, -118.1971705244)"
14489,FA0063100,H MART MEAT MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",2825 S DIAMOND BAR BLVD,DIAMOND BAR,91765,33.9742540608,-117.8377460283,"(33.9742540608, -117.8377460283)"
14492,FA0270350,GOOD FORTUNE SUPERMARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",13321 ARTESIA BLVD,CERRITOS,90703,33.8733335016,-118.0477438575,"(33.8733335016, -118.0477438575)"
14504,FA0264480,GOO PLUS MINI MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",23433 S WESTERN AVE,TORRANCE,90501,33.8129058457,-118.3090174383,"(33.8129058457, -118.3090174383)"
14505,FA0270690,GROCERY OUTLET OF BALDWIN PARK,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4249 MAINE AVE,BALDWIN PARK,91706,34.089531938600004,-117.9605014357,"(34.0895319386, -117.9605014357)"
14512,FA0224079,GOLDEN STOP LIQUOR,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",19927 GOLDEN VALLEY RD,SANTA CLARITA,91321,34.3956253,-118.48418059999999,"(34.3956253, -118.4841806)"
14519,FA0027235,H AND H LIQUOR,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",7350 ALONDRA BLVD,PARAMOUNT,90723,33.8890188561,-118.17050215110001,"(33.8890188561, -118.1705021511)"
14523,FA0243513,GROCERY OUTLET OF AVOCADO HEIGHTS,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",520 WORKMAN MILL RD,LA PUENTE,91746,34.0408487457,-117.9982578061,"(34.0408487457, -117.9982578061)"
14528,FA0265437,HAELY'S WATER STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1063 E 42ND ST,LOS ANGELES,90011,34.0076017297,-118.2569858945,"(34.0076017297, -118.2569858945)"
14535,FA0137302,GOLDEN FARMS MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1010 N GLENDALE AVE #100,GLENDALE,91206,34.1605165742,-118.2374542084,"(34.1605165742, -118.2374542084)"
14539,FA0203444,GOOD FORTUNE SUPERMARKET,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",935 W DUARTE RD,MONROVIA,91016,34.1313898552,-118.0186507096,"(34.1313898552, -118.0186507096)"
14542,FA0158294,GREEN FARM MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",2301 W ROSECRANS AVE,GARDENA,90249,33.902068555,-118.31895773129999,"(33.902068555, -118.3189577313)"
14543,FA0015411,GOODFELLOW MARKET,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1010 E BROADWAY,GLENDALE,91205,34.1459683008,-118.24251123180001,"(34.1459683008, -118.2425112318)"
14544,FA0156813,GOLDEN LI INT'L CO.,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3590 E 1ST ST,LOS ANGELES,90063,34.0358103751,-118.1893610349,"(34.0358103751, -118.1893610349)"
14548,FA0025549,GOOD MOTHER HEALTH FOOD,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1116 VIA VERDE,SAN DIMAS,91773,34.0739202978,-117.8288613202,"(34.0739202978, -117.8288613202)"
14549,FA0143604,GONZALEZ MEAT MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",6505 PURDY AVE,BELL GARDENS,90201,33.9738935966,-118.1612085065,"(33.9738935966, -118.1612085065)"
14553,FA0016233,HAIG'S KABOB HOUSE,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",12912 VANOWEN ST,NORTH HOLLYWOOD,91605,34.1938015117,-118.4143179897,"(34.1938015117, -118.4143179897)"
14560,FA0062820,GOLDEN LIQUOR STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",103 N LINCOLN AVE,MONTEREY PARK,91755,34.0626494569,-118.1209703029,"(34.0626494569, -118.1209703029)"
14563,FA0025581,GRACE TRADING GROUP,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",133 W GARVEY AVE,MONTEREY PARK,91754,34.062790433800004,-118.12371439399999,"(34.0627904338, -118.123714394)"
14564,FA0241292,GREENHOUSE JUICE BAR,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",5235 LANKERSHIM BLVD,LOS ANGELES,91601,34.1658018017,-118.37521116069999,"(34.1658018017, -118.3752111607)"
14566,FA0015427,GORMAN UNION 76,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",49764 GORMAN POST RD,LEBEC,93243,34.7968034689,-118.8531036701,"(34.7968034689, -118.8531036701)"
14567,FA0156603,H & K  MINI MART,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",829 E VERNON AVE,LOS ANGELES,90011,34.004053232,-118.2611881732,"(34.004053232, -118.2611881732)"
14570,FA0015548,GRAND CENTRAL   97 MARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1831 JAMES M WOOD BLVD,LOS ANGELES,90006,34.052412697,-118.27631439860001,"(34.052412697, -118.2763143986)"
14573,FA0026456,H M KHOSH,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11062 BALBOA BLVD,GRANADA HILLS,91344,34.271456523299996,-118.50198663040001,"(34.2714565233, -118.5019866304)"
14574,FA0062968,GREAT EARTH VITAMINS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8365 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,34.0908341233,-118.37232160290002,"(34.0908341233, -118.3723216029)"
14578,FA0177713,H&H MARKET LIQUOR,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1862 GLENDALE BLVD,LOS ANGELES,90026,34.0895071877,-118.2590408997,"(34.0895071877, -118.2590408997)"
14581,FA0025607,GRAND MARKET   (MEAT DEPT.),"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1318 S GAREY AVE,POMONA,91766,34.0475121977,-117.74930326879999,"(34.0475121977, -117.7493032688)"
14582,FA0015396,GOOD DRINKING WATER,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1371 W REDONDO BEACH BLVD,GARDENA,90247,33.8916972173,-118.2998465501,"(33.8916972173, -118.2998465501)"
14584,FA0167379,GURU GAS AND MINI MART,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",910 E ROUTE 66,GLENDORA,91740,34.1284845155,-117.8504123651,"(34.1284845155, -117.8504123651)"
14589,FA0245204,HAMPTON INN & SUITES,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",501 COLORADO AVE,SANTA MONICA,90401,34.0147630859,-118.4908482323,"(34.0147630859, -118.4908482323)"
14599,FA0025895,GREEN LIFE MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",664 S BIXEL ST,LOS ANGELES,90017,34.0518635368,-118.26346336430001,"(34.0518635368, -118.2634633643)"
14601,FA0015410,GOOD WATER,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4161 TWEEDY BLVD STE #A,SOUTH GATE,90280,33.9434475734,-118.19846594030001,"(33.9434475734, -118.1984659403)"
14602,FA0261893,GOLDEN CIRCLE K,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1200 S GLENDORA AVE,WEST COVINA,91790,34.0551650755,-117.9386819595,"(34.0551650755, -117.9386819595)"
14605,FA0015547,GRAND CENTRAL 99 CENT STORE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",317 S BROADWAY BSMNT BSMNT,LOS ANGELES,90013,34.0506586454,-118.2485259477,"(34.0506586454, -118.2485259477)"
14608,FA0179082,HABEBE SMOKE & MARKET,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",31585 CASTAIC RD,CASTAIC,91384,34.4927871705,-118.6194152085,"(34.4927871705, -118.6194152085)"
14609,FA0261726,GUATELINDA IMPORTS,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",2212 W 7TH ST,LOS ANGELES,90057,34.0570882449,-118.27832078790001,"(34.0570882449, -118.2783207879)"
14617,FA0160391,GRAND VIEW LIQUOR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12203 VENICE BLVD,LOS ANGELES,90066,34.004926468200004,-118.4316541321,"(34.0049264682, -118.4316541321)"
14624,FA0259738,GREAT WALL SUPERMARKET,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",421 N ATLANTIC BLVD,MONTEREY PARK,91754-3271,34.0673484971,-118.13437568629999,"(34.0673484971, -118.1343756863)"
14628,FA0015783,GREENLAND MARKET,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",18901 E COLIMA RD,ROWLAND HEIGHTS,91748,33.9885334664,-117.89189939120001,"(33.9885334664, -117.8918993912)"
14631,FA0158497,GZ SMOKE SHOP & VAPOR BAR,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",21934 SCHOENBORN ST,CANOGA PARK,91304,34.2207163476,-118.6054100254,"(34.2207163476, -118.6054100254)"
